Date,hour,temp
2023-02-21,18,44
2023-02-21,19,45
2023-02-21,20,44
2023-02-21,21,44
2023-02-21,22,44
2023-02-21,23,43
2023-02-22,0,41
2023-02-22,1,41
2023-02-22,2,41
2023-02-22,3,40
2023-02-22,4,39
2023-02-22,5,38
2023-02-22,6,38
2023-02-22,7,39
2023-02-22,8,41
2023-02-22,9,42
2023-02-22,10,42
2023-02-22,11,42
2023-02-22,12,43
2023-02-22,13,42
2023-02-22,14,39
2023-02-22,15,38
2023-02-22,16,37.333333333333336
2023-02-22,17,37
2023-02-22,18,37.5
2023-02-22,19,37
2023-02-22,20,38
2023-02-22,21,39
2023-02-22,22,38
2023-02-22,23,37.5
2023-02-23,0,38
2023-02-23,1,38
2023-02-23,2,38
2023-02-23,3,38
2023-02-23,4,38
2023-02-23,5,38
2023-02-23,6,38
2023-02-23,7,38
2023-02-23,8,38
2023-02-23,9,39
2023-02-23,10,39
2023-02-23,11,39
2023-02-23,12,40
2023-02-23,13,40
2023-02-23,14,39.5
2023-02-23,15,40
2023-02-23,16,41
2023-02-23,17,41
2023-02-23,18,42
2023-02-23,19,41
2023-02-23,20,42
2023-02-23,21,42.5
2023-02-23,22,43
2023-02-23,23,44
2023-02-24,0,43
2023-02-24,1,43
2023-02-24,2,42
2023-02-24,3,42.666666666666664
2023-02-24,4,43
2023-02-24,5,43
2023-02-24,6,43
2023-02-24,7,44
2023-02-24,8,45
2023-02-24,9,43
2023-02-24,10,41
2023-02-24,11,43
2023-02-24,12,41
2023-02-24,13,42
2023-02-24,14,41
2023-02-24,15,39
2023-02-24,16,37
2023-02-24,17,35
2023-02-24,18,34
2023-02-24,19,32
2023-02-24,20,30
2023-02-24,21,28
2023-02-24,22,27
2023-02-24,23,25
2023-02-25,0,24
2023-02-25,1,24
2023-02-25,2,23
2023-02-25,3,23
2023-02-25,4,23
2023-02-25,5,24
2023-02-25,6,24
2023-02-25,7,25
2023-02-25,8,27
2023-02-25,9,27
2023-02-25,10,26
2023-02-25,11,28
2023-02-25,12,28
2023-02-25,13,29
2023-02-25,14,29
2023-02-25,15,30
2023-02-25,16,30
2023-02-25,17,31.5
2023-02-25,18,33
2023-02-25,19,32.5
2023-02-25,20,32
2023-02-25,21,31
2023-02-25,22,32
2023-02-25,23,32
2023-02-26,0,32
2023-02-26,1,31
2023-02-26,2,31
2023-02-26,3,32
2023-02-26,4,31
2023-02-26,5,30
2023-02-26,6,31
2023-02-26,7,31
2023-02-26,8,32
2023-02-26,9,32
2023-02-26,10,33
2023-02-26,11,34.5
2023-02-26,12,37
2023-02-26,13,40
2023-02-26,14,45
2023-02-26,15,50
2023-02-26,16,50
2023-02-26,17,50
2023-02-26,18,50
2023-02-26,19,47
2023-02-26,20,45
2023-02-26,21,42
2023-02-26,22,40
2023-02-26,23,40
2023-02-27,0,39
2023-02-27,1,38
2023-02-27,2,37
2023-02-27,3,36
2023-02-27,4,36
2023-02-27,5,35
2023-02-27,6,34
2023-02-27,7,35
2023-02-27,8,37
2023-02-27,9,38
2023-02-27,10,39
2023-02-27,11,41
2023-02-27,12,43
2023-02-27,13,43
2023-02-27,14,44
2023-02-27,15,42
2023-02-27,16,40
2023-02-27,17,39
2023-02-27,18,38
2023-02-27,19,37
2023-02-27,20,34.8
2023-02-27,21,33.2
2023-02-27,22,33
2023-02-27,23,33.2
2023-02-28,0,33
2023-02-28,1,33
2023-02-28,2,33.25
2023-02-28,3,33
2023-02-28,4,33
2023-02-28,5,33
2023-02-28,6,32
2023-02-28,7,33
2023-02-28,8,33
2023-02-28,9,34
2023-02-28,10,34.5
2023-02-28,11,35.25
2023-02-28,12,36
2023-02-28,13,34
2023-02-28,14,36
2023-02-28,15,36
2023-02-28,16,36
2023-02-28,17,36.5
2023-02-28,18,36.5
2023-02-28,19,36
2023-02-28,20,36
2023-02-28,21,36
2023-02-28,22,37
2023-02-28,23,37
2023-03-01,0,37
2023-03-01,1,37
2023-03-01,2,36
2023-03-01,3,35
2023-03-01,4,36
2023-03-01,5,34
2023-03-01,6,35
2023-03-01,7,36
2023-03-01,8,38
2023-03-01,9,40
2023-03-01,10,41
2023-03-01,11,43
2023-03-01,12,44
2023-03-01,13,42
2023-03-01,14,42
2023-03-01,15,41
2023-03-01,16,41.5
2023-03-01,17,42
2023-03-01,18,42
2023-03-01,19,42.333333333333336
2023-03-01,20,41
2023-03-01,21,41
2023-03-01,22,41
2023-03-01,23,40
2023-03-02,0,40
2023-03-02,1,40
2023-03-02,2,40
2023-03-02,3,40
2023-03-02,4,40
2023-03-02,5,41
2023-03-02,6,41
2023-03-02,7,41
2023-03-02,8,42
2023-03-02,9,42
2023-03-02,10,42.666666666666664
2023-03-02,11,44
2023-03-02,12,48
2023-03-02,13,50.666666666666664
2023-03-02,14,54
2023-03-02,15,54
2023-03-02,16,53
2023-03-02,17,50
2023-03-02,18,49
2023-03-02,19,48
2023-03-02,20,46
2023-03-02,21,44
2023-03-02,22,42
2023-03-02,23,41
2023-03-03,0,40
2023-03-03,1,39
2023-03-03,2,38
2023-03-03,3,38
2023-03-03,4,37
2023-03-03,5,37
2023-03-03,6,37
2023-03-03,7,39
2023-03-03,8,41
2023-03-03,9,42
2023-03-03,10,43
2023-03-03,11,46
2023-03-03,12,46
2023-03-03,13,44
2023-03-03,14,44
2023-03-03,15,43
2023-03-03,16,42
2023-03-03,17,41
2023-03-03,18,41
2023-03-03,19,39.666666666666664
2023-03-03,20,40.5
2023-03-03,21,40
2023-03-03,22,40.5
2023-03-03,23,43
2023-03-04,0,43
2023-03-04,1,43
2023-03-04,2,42.5
2023-03-04,3,41.2
2023-03-04,4,40
2023-03-04,5,40
2023-03-04,6,41
2023-03-04,7,40.333333333333336
2023-03-04,8,39
2023-03-04,9,40.5
2023-03-04,10,41
2023-03-04,11,42
2023-03-04,12,43
2023-03-04,13,42
2023-03-04,14,44
2023-03-04,15,44
2023-03-04,16,43
2023-03-04,17,42.5
2023-03-04,18,42
2023-03-04,19,42
2023-03-04,20,41
2023-03-04,21,40
2023-03-04,22,40.333333333333336
2023-03-04,23,40
2023-03-05,0,39
2023-03-05,1,39
2023-03-05,2,38
2023-03-05,3,38
2023-03-05,4,39
2023-03-05,5,38
2023-03-05,6,39
2023-03-05,7,41
2023-03-05,8,42
2023-03-05,9,44
2023-03-05,10,47
2023-03-05,11,51
2023-03-05,12,52
2023-03-05,13,52
2023-03-05,14,52
2023-03-05,15,50
2023-03-05,16,49
2023-03-05,17,48
2023-03-05,18,48
2023-03-05,19,47
2023-03-05,20,46
2023-03-05,21,45
2023-03-05,22,44
2023-03-05,23,44
2023-03-06,0,43
2023-03-06,1,42
2023-03-06,2,42
2023-03-06,3,40
2023-03-06,4,41
2023-03-06,5,40
2023-03-06,6,40
2023-03-06,7,41
2023-03-06,8,44
2023-03-06,9,47
2023-03-06,10,49
2023-03-06,11,49
2023-03-06,12,50
2023-03-06,13,49
2023-03-06,14,50
2023-03-06,15,51
2023-03-06,16,51
2023-03-06,17,50
2023-03-06,18,49
2023-03-06,19,48
2023-03-06,20,48
2023-03-06,21,47
2023-03-06,22,46
2023-03-06,23,45
2023-03-07,0,44
2023-03-07,1,37.666666666666664
2023-03-07,2,34.142857142857146
2023-03-07,3,33.666666666666664
2023-03-07,4,33
2023-03-07,5,33.5
2023-03-07,6,33.2
2023-03-07,7,35
2023-03-07,8,37
2023-03-07,9,41
2023-03-07,10,42
2023-03-07,11,44
2023-03-07,12,45
2023-03-07,13,45
2023-03-07,14,46
2023-03-07,15,45
2023-03-07,16,42
2023-03-07,17,39
2023-03-07,18,37
2023-03-07,19,37
2023-03-07,20,37
2023-03-07,21,36
2023-03-07,22,35
2023-03-07,23,35
2023-03-08,0,33
2023-03-08,1,33
2023-03-08,2,32
2023-03-08,3,31
2023-03-08,4,31
2023-03-08,5,31
2023-03-08,6,31
2023-03-08,7,32
2023-03-08,8,35
2023-03-08,9,36
2023-03-08,10,40
2023-03-08,11,42
2023-03-08,12,44
2023-03-08,13,47
2023-03-08,14,48
2023-03-08,15,47
2023-03-08,16,46
2023-03-08,17,43
2023-03-08,18,43
2023-03-08,19,41
2023-03-08,20,40
2023-03-08,21,38
2023-03-08,22,37
2023-03-08,23,36
2023-03-09,0,36
2023-03-09,1,34
2023-03-09,2,34
2023-03-09,3,34
2023-03-09,4,34
2023-03-09,5,34
2023-03-09,6,34
2023-03-09,7,35
2023-03-09,8,38
2023-03-09,9,41
2023-03-09,10,45
2023-03-09,11,47
2023-03-09,12,50
2023-03-09,13,51
2023-03-09,14,51
2023-03-09,15,49
2023-03-09,16,47
2023-03-09,17,45
2023-03-09,18,45
2023-03-09,19,43
2023-03-09,20,42
2023-03-09,21,40
2023-03-09,22,39
2023-03-09,23,39
2023-03-10,0,38
2023-03-10,1,37
2023-03-10,2,36
2023-03-10,3,36
2023-03-10,4,35
2023-03-10,5,36
2023-03-10,6,36
2023-03-10,7,37
2023-03-10,8,39
2023-03-10,9,41
2023-03-10,10,42.5
2023-03-10,11,45
2023-03-10,12,45
2023-03-10,13,45
2023-03-10,14,45
2023-03-10,15,45
2023-03-10,16,44
2023-03-10,17,43
2023-03-10,18,43
2023-03-10,19,42
2023-03-10,20,41
2023-03-10,21,41.333333333333336
2023-03-10,22,42
2023-03-10,23,42.166666666666664
2023-03-11,0,41.333333333333336
2023-03-11,1,41
2023-03-11,2,41
2023-03-11,3,40
2023-03-11,4,39.5
2023-03-11,5,38
2023-03-11,6,36
2023-03-11,7,35
2023-03-11,8,35
2023-03-11,9,37
2023-03-11,10,39
2023-03-11,11,40
2023-03-11,12,41
2023-03-11,13,42.5
2023-03-11,14,44
2023-03-11,15,43
2023-03-11,16,43
2023-03-11,17,41
2023-03-11,18,41
2023-03-11,19,41
2023-03-11,20,40
2023-03-11,21,39
2023-03-11,22,38
2023-03-11,23,38
2023-03-12,0,37
2023-03-12,1,36
2023-03-12,2,35
2023-03-12,3,35
2023-03-12,4,35
2023-03-12,5,34
2023-03-12,6,34
2023-03-12,7,35
2023-03-12,8,37
2023-03-12,9,41
2023-03-12,10,45
2023-03-12,11,45
2023-03-12,12,46
2023-03-12,13,47
2023-03-12,14,47
2023-03-12,15,46
2023-03-12,16,42
2023-03-12,17,42
2023-03-12,18,41
2023-03-12,19,41
2023-03-12,20,41
2023-03-12,21,42
2023-03-12,22,42
2023-03-12,23,42
2023-03-13,0,42
2023-03-13,1,40
2023-03-13,2,39.333333333333336
2023-03-13,3,39
2023-03-13,4,39
2023-03-13,5,39
2023-03-13,6,39
2023-03-13,7,40
2023-03-13,8,40.6
2023-03-13,9,42
2023-03-13,10,43
2023-03-13,11,44.5
2023-03-13,12,44
2023-03-13,13,42.75
2023-03-13,14,42
2023-03-13,15,41
2023-03-13,16,41
2023-03-13,17,41
2023-03-13,18,41
2023-03-13,19,42.333333333333336
2023-03-13,20,42
2023-03-13,21,40.666666666666664
2023-03-13,22,39
2023-03-13,23,38
2023-03-14,0,36
2023-03-14,1,36
2023-03-14,2,36
2023-03-14,3,37
2023-03-14,4,37
2023-03-14,5,36
2023-03-14,6,35
2023-03-14,7,35
2023-03-14,8,35.25
2023-03-14,9,35
2023-03-14,10,35
2023-03-14,11,35.333333333333336
2023-03-14,12,35
2023-03-14,13,35.25
2023-03-14,14,34
2023-03-14,15,34
2023-03-14,16,34.5
2023-03-14,17,34
2023-03-14,18,33
2023-03-14,19,34
2023-03-14,20,35
2023-03-14,21,35
2023-03-14,22,35
2023-03-14,23,35
2023-03-15,0,35
2023-03-15,1,35
2023-03-15,2,35
2023-03-15,3,35
2023-03-15,4,35
2023-03-15,5,35
2023-03-15,6,34
2023-03-15,7,34
2023-03-15,8,35
2023-03-15,9,37
2023-03-15,10,39
2023-03-15,11,41
2023-03-15,12,42
2023-03-15,13,43
2023-03-15,14,44
2023-03-15,15,44
2023-03-15,16,44
2023-03-15,17,43
2023-03-15,18,42
2023-03-15,19,39
2023-03-15,20,38
2023-03-15,21,37
2023-03-15,22,37
2023-03-15,23,36
2023-03-16,0,35
2023-03-16,1,36
2023-03-16,2,35
2023-03-16,3,35
2023-03-16,4,35
2023-03-16,5,35
2023-03-16,6,36
2023-03-16,7,37
2023-03-16,8,39
2023-03-16,9,41
2023-03-16,10,45
2023-03-16,11,49
2023-03-16,12,52
2023-03-16,13,54
2023-03-16,14,56
2023-03-16,15,58
2023-03-16,16,58
2023-03-16,17,58
2023-03-16,18,56
2023-03-16,19,56
2023-03-16,20,55
2023-03-16,21,55
2023-03-16,22,54
2023-03-16,23,53
2023-03-17,0,51
2023-03-17,1,51
2023-03-17,2,50
2023-03-17,3,48
2023-03-17,4,48
2023-03-17,5,48
2023-03-17,6,49
2023-03-17,7,49
2023-03-17,8,50
2023-03-17,9,53
2023-03-17,10,57
2023-03-17,11,59
2023-03-17,12,59
2023-03-17,13,55
2023-03-17,14,55
2023-03-17,15,56
2023-03-17,16,59
2023-03-17,17,58
2023-03-17,18,58
2023-03-17,19,57
2023-03-17,20,56
2023-03-17,21,57
2023-03-17,22,57
2023-03-17,23,56
2023-03-18,0,54
2023-03-18,1,53
2023-03-18,2,50.5
2023-03-18,3,46.5
2023-03-18,4,45
2023-03-18,5,44
2023-03-18,6,43
2023-03-18,7,43
2023-03-18,8,44
2023-03-18,9,45
2023-03-18,10,46
2023-03-18,11,48
2023-03-18,12,51
2023-03-18,13,53
2023-03-18,14,52
2023-03-18,15,52
2023-03-18,16,53
2023-03-18,17,50
2023-03-18,18,47
2023-03-18,19,46
2023-03-18,20,45
2023-03-18,21,44
2023-03-18,22,43
2023-03-18,23,41
2023-03-19,0,39
2023-03-19,1,37
2023-03-19,2,35
2023-03-19,3,34
2023-03-19,4,31
2023-03-19,5,30
2023-03-19,6,30
2023-03-19,7,30
2023-03-19,8,30
2023-03-19,9,32
2023-03-19,10,34
2023-03-19,11,36
2023-03-19,12,37
2023-03-19,13,37
2023-03-19,14,37
2023-03-19,15,38
2023-03-19,16,37
2023-03-19,17,37
2023-03-19,18,37
2023-03-19,19,36
2023-03-19,20,36
2023-03-19,21,35
2023-03-19,22,35
2023-03-19,23,35
2023-03-20,0,33
2023-03-20,1,33
2023-03-20,2,33
2023-03-20,3,32
2023-03-20,4,32
2023-03-20,5,31
2023-03-20,6,32
2023-03-20,7,34
2023-03-20,8,37
2023-03-20,9,39
2023-03-20,10,42
2023-03-20,11,45
2023-03-20,12,46
2023-03-20,13,49
2023-03-20,14,51
2023-03-20,15,48
2023-03-20,16,47
2023-03-20,17,46
2023-03-20,18,46
2023-03-20,19,49
2023-03-20,20,48
2023-03-20,21,47
2023-03-20,22,45
2023-03-20,23,44
2023-03-21,0,44
2023-03-21,1,43
2023-03-21,2,42
2023-03-21,3,42
2023-03-21,4,41
2023-03-21,5,41
2023-03-21,6,42
2023-03-21,7,45
2023-03-21,8,48
2023-03-21,9,52
2023-03-21,10,55
2023-03-21,11,58
2023-03-21,12,60
2023-03-21,13,61
2023-03-21,14,63
2023-03-21,15,62
2023-03-21,16,61
2023-03-21,17,60
2023-03-21,18,58
2023-03-21,19,57
2023-03-21,20,57
2023-03-21,21,55
2023-03-21,22,53
2023-03-21,23,52
2023-03-22,0,50
2023-03-22,1,50
2023-03-22,2,49
2023-03-22,3,49
2023-03-22,4,49
2023-03-22,5,48
2023-03-22,6,49
2023-03-22,7,50
2023-03-22,8,52
2023-03-22,9,55
2023-03-22,10,56
2023-03-22,11,59
2023-03-22,12,56
2023-03-22,13,59
2023-03-22,14,61
2023-03-22,15,58
2023-03-22,16,56
2023-03-22,17,53
2023-03-22,18,53
2023-03-22,19,52
2023-03-22,20,52
2023-03-22,21,51
2023-03-22,22,50
2023-03-22,23,50
2023-03-23,0,49
2023-03-23,1,49
2023-03-23,2,48
2023-03-23,3,48
2023-03-23,4,48
2023-03-23,5,49
2023-03-23,6,52
2023-03-23,7,54
2023-03-23,8,53
2023-03-23,9,55
2023-03-23,10,53
2023-03-23,11,52
2023-03-23,12,54
2023-03-23,13,54.333333333333336
2023-03-23,14,56
2023-03-23,15,56.5
2023-03-23,16,59
2023-03-23,17,59.5
2023-03-23,18,59
2023-03-23,19,59
2023-03-23,20,59
2023-03-23,21,59
2023-03-23,22,59
2023-03-23,23,56
2023-03-24,0,54
2023-03-24,1,52
2023-03-24,2,51
2023-03-24,3,50
2023-03-24,4,48
2023-03-24,5,46
2023-03-24,6,44
2023-03-24,7,44
2023-03-24,8,44
2023-03-24,9,44
2023-03-24,10,44
2023-03-24,11,47
2023-03-24,12,48
2023-03-24,13,50
2023-03-24,14,51
2023-03-24,15,53
2023-03-24,16,54
2023-03-24,17,53
2023-03-24,18,51
2023-03-24,19,52
2023-03-24,20,51
2023-03-24,21,50
2023-03-24,22,48
2023-03-24,23,47
2023-03-25,0,46
2023-03-25,1,45
2023-03-25,2,45
2023-03-25,3,44
2023-03-25,4,45
2023-03-25,5,46
2023-03-25,6,45
2023-03-25,7,45
2023-03-25,8,44
2023-03-25,9,45
2023-03-25,10,43
2023-03-25,11,42
2023-03-25,12,43
2023-03-25,13,42
2023-03-25,14,43
2023-03-25,15,43
2023-03-25,16,43
2023-03-25,17,42.333333333333336
2023-03-25,18,42.5
2023-03-25,19,43
2023-03-25,20,43
2023-03-25,21,43
2023-03-25,22,43
2023-03-25,23,44
2023-03-26,0,44
2023-03-26,1,45
